year,month,year_month,kalori_hari,protein_hari,lemak_hari,kg_tahun,time_index
1993,1,1993-01,23.523949518863933,0.5369522298668942,1.017247216749116,3.593343562669215,0
1993,2,1993-02,25.83565826438044,0.5897187589190205,1.1172125429553093,3.9464629966659017,1
1993,3,1993-03,27.44559408222524,0.6264667814668982,1.1868310705981295,4.192384817860262,2
1993,4,1993-04,28.481602024233023,0.6501144590890086,1.2316312090566945,4.350637685487893,3
1993,5,1993-05,32.320736254868926,0.7377456489215323,1.3976470648426849,4.937075275945058,4
1993,6,1993-06,30.108181238232294,0.687242379947352,1.301969447834833,4.599101828088982,5
1993,7,1993-07,29.824903526101174,0.6807763484215479,1.2897196568717395,4.555830431739582,6
1993,8,1993-08,29.616114304432262,0.6760105739474362,1.2806909750825868,4.523937343164593,7
1993,9,1993-09,28.267507065712323,0.6452275770929063,1.222373091048043,4.317934132014298,8
1993,10,1993-10,23.197245629899715,0.5294949624745776,1.0031195456502022,3.543438706540903,9
1993,11,1993-11,24.513511251020148,0.5595397370474438,1.0600388796469693,3.744501652736357,10
1993,12,1993-12,22.805758356474403,0.5205589645350454,0.9861904437166493,3.4836380224465215,11
1994,1,1994-01,23.48200747408221,0.5458446083916613,0.9006608446740489,3.6905716005154456,12
1994,2,1994-02,20.727161898490237,0.4818075959663737,0.7949977515250588,3.2576037268655065,13
1994,3,1994-03,24.676391044342893,0.5736083263317885,0.9464718562088641,3.878288008041145,14
1994,4,1994-04,26.037993502716944,0.6052590853862103,0.9986966083567792,4.092285528040814,15
1994,5,1994-05,27.007893569214733,0.6278046331874731,1.035897474343449,4.244720776377464,16
1994,6,1994-06,25.390334005982684,0.5902040929731364,0.9738553953542843,3.990495519325002,17
1994,7,1994-07,30.197797910576682,0.70195468564527,1.158247402972486,4.746065066621178,18
1994,8,1994-08,26.312890773804845,0.6116491350210437,1.0092403920877866,4.135490013979931,19
1994,9,1994-09,26.554429135479396,0.6172637492138603,1.018504682846875,4.173451615815506,20
1994,10,1994-10,21.97785299254451,0.5108801951130391,0.8429684583924562,3.4541697588723035,21
1994,11,1994-11,22.303002827345804,0.5184383770291984,0.8554396972838069,3.505272235845552,22
1994,12,1994-12,22.504665912090577,0.5231260813339117,0.8631745574505227,3.5369668026006673,23
1995,1,1995-01,23.681189079796095,0.5122526715842417,0.9875559701361776,3.7934180701968665,24
1995,2,1995-02,25.880057559802193,0.5598168479247991,1.0792534641960065,4.145648162948326,25
1995,3,1995-03,27.895611076871237,0.6034157005989877,1.1633063342695242,4.468513586104874,26
1995,4,1995-04,28.86201923129366,0.6243202741520969,1.2036076104965017,4.623319586083114,27
1995,5,1995-05,29.80088893188343,0.6446291577464146,1.2427604746062029,4.7737142844142095,28
1995,6,1995-06,29.043414942766127,0.6282440820952956,1.211172197613226,4.652376816589454,29
1995,7,1995-07,31.098814241778083,0.672704847073923,1.2968867215720223,4.981625015067547,30
1995,8,1995-08,29.800184280028265,0.6446139152772071,1.242731089124583,4.7736014083642955,31
1995,9,1995-09,27.513887789202304,0.5951585656529577,1.147387660996522,4.40736648692928,32
1995,10,1995-10,28.902875574098484,0.6252040461063857,1.2053114069198518,4.6298642400933385,33
1995,11,1995-11,24.604300253137453,0.5322206792345335,1.0260516701308384,3.9412884576995486,34
1995,12,1995-12,21.328522458012976,0.46136165600666373,0.8894447663341583,3.4165515181775143,35
1996,1,1996-01,25.776777155413164,0.5650745126574238,17.74139116464084,4.0331326408956505,36
1996,2,1996-02,26.907922372373527,0.589871302743512,18.519924867171298,4.210115925835048,37
1996,3,1996-03,25.997544519689544,0.5699141405917849,17.893338793407594,4.067674742786018,38
1996,4,1996-04,29.57726168390249,0.6483881453063056,20.35715194142729,4.627770912028407,39
1996,5,1996-05,28.50634316392975,0.624911635534706,19.62007048808103,4.460210925277516,40
1996,6,1996-06,29.165307069470597,0.6393573401135707,20.073615799082972,4.563314925462843,41
1996,7,1996-07,28.42745846913055,0.6231823374847197,19.565776492408183,4.447868325753008,42
1996,8,1996-08,30.032515724341966,0.6583681538033197,20.67048979441113,4.699001691552391,43
1996,9,1996-09,26.092591559976672,0.571997747073928,17.95875685209695,4.082546164387381,44
1996,10,1996-10,26.916435798612664,0.5900579327536998,18.52578440593944,4.211447968900164,45
1996,11,1996-11,26.002542329428326,0.5700237018020738,17.89677863761339,4.068456719115678,46
1996,12,1996-12,26.89285332631516,0.5895409614519569,18.509553289724373,4.207758165547222,47
1997,1,1997-01,24.69085780971814,0.552689866289789,0.8538326985354842,4.130723422877266,48
1997,2,1997-02,20.797424518041048,0.4655377251220459,0.7191941744461303,3.479361035337589,49
1997,3,1997-03,23.64146139749766,0.5291997645191312,0.8175436000608657,3.9551618294628668,50
1997,4,1997-04,27.64668785629144,0.618854327881437,0.956048035261639,4.625226955379855,51
1997,5,1997-05,26.5741130748806,0.5948453923842493,0.9189574073437756,4.445787674391513,52
1997,6,1997-06,25.804230904669357,0.5776120472735958,0.892334169868118,4.316988167389553,53
1997,7,1997-07,25.345726279846698,0.5673486995300944,0.8764786558912305,4.240281403783023,54
1997,8,1997-08,29.62264342254976,0.6630848939527396,1.0243784062162078,4.955799752931482,55
1997,9,1997-09,25.434773958569878,0.5693419777720338,0.8795580069777126,4.255178874542824,56
1997,10,1997-10,24.359576548926597,0.5452743363336315,0.8423766861500195,4.075300833915075,57
1997,11,1997-11,22.83080400127231,0.5110536907221215,0.7895103175584484,3.8195407214267263,58
1997,12,1997-12,23.445891968095793,0.524822061540179,0.8107806283186884,3.922443516107586,59
1998,1,1998-01,27.93401139177477,0.5324850955926075,1.1825124512494556,4.165660381673492,60
1998,2,1998-02,26.065563801038248,0.496868281379663,1.1034166669181165,3.8870280723068453,61
1998,3,1998-03,27.8103042732887,0.5301269596310844,1.1772756377511606,4.147212553497975,62
1998,4,1998-04,28.482753649652558,0.5429453574412797,1.205742002614867,4.247491589205134,63
1998,5,1998-05,30.852695144339293,0.5881217735903309,1.3060672042801391,4.600909193746082,64
1998,6,1998-06,29.99918935886343,0.5718520333301912,1.2699362954613707,4.473630114983595,65
1998,7,1998-07,30.38359318032242,0.5791796348960739,1.2862090140053666,4.530954347696091,66
1998,8,1998-08,30.235942329884733,0.5763650775413507,1.2799586059765524,4.508935909693671,67
1998,9,1998-09,27.83656235526048,0.5306274977418742,1.1783872041653816,4.151128290848923,68
1998,10,1998-10,25.425055480232796,0.48465875194085223,1.0763024421167209,3.7915122475765264,69
1998,11,1998-11,25.693374034840716,0.4897735071829775,1.0876609980818892,3.831525260993111,70
1998,12,1998-12,25.93125309447561,0.494308017176285,1.0977309785785894,3.866998983705296,71
1999,1,1999-01,27.155915077714695,0.6553627505421814,0.9830441258132719,4.26130619399499,72
1999,2,1999-02,25.742119246487537,0.6212431444818993,0.9318647167228488,4.039453352158824,73
1999,3,1999-03,29.984128100605176,0.7236169581612717,1.0854254372419072,4.705109381546964,74
1999,4,1999-04,31.212650776263192,0.7532653054004851,1.1298979581007271,4.8978891598112195,75
1999,5,1999-05,34.0959863184494,0.8228498031519121,1.234274704727868,5.350342173091079,76
1999,6,1999-06,31.293873856632924,0.7552254890734079,1.1328382336101117,4.910634685582838,77
1999,7,1999-07,31.37478102920234,0.7571780488380832,1.1357670732571246,4.9233306391024305,78
1999,8,1999-08,28.62608670905777,0.6908428925785942,1.036264338867891,4.492005526385345,79
1999,9,1999-09,27.607586251670398,0.6662630815403123,0.9993946223104683,4.332182434612118,80
1999,10,1999-10,27.942165954824603,0.6743376050431006,1.0115064075646505,4.384684681631077,81
1999,11,1999-11,28.216996988834563,0.6809701939972075,1.021455290995811,4.42781116748792,82
1999,12,1999-12,27.194260287013726,0.6562881482599313,0.9844322223898967,4.267323324238194,83
2000,1,2000-01,27.722949782245966,0.6489343552861925,0.8831904266626663,4.40932702484506,84
2000,2,2000-02,27.528211597697037,0.6443759551436221,0.8769865089103994,4.378353973757591,85
2000,3,2000-03,31.29367656071005,0.7325173541404366,0.9969456991620999,4.977250070779462,86
2000,4,2000-04,32.30485714843927,0.7561869069091756,1.029159623788602,5.138078046427584,87
2000,5,2000-05,31.62791268360983,0.7403410996159714,1.0075937054640476,5.03041022801227,88
2000,6,2000-06,32.545793477064954,0.7618267057873549,1.0368353098374845,5.176398898769081,89
2000,7,2000-07,30.953502044273712,0.7245546037028991,0.9861085090841675,4.92314541379787,90
2000,8,2000-08,32.40225190828682,0.7584667078028886,1.0322624003755132,5.153568654391283,91
2000,9,2000-09,29.296635510778856,0.6857709380340561,0.9333244917940036,4.659621278015651,92
2000,10,2000-10,27.67430044633041,0.6477955794457628,0.8816405689425607,4.401589362248614,93
2000,11,2000-11,25.8493380424262,0.6050771526440976,0.8235013977213335,4.111329627622022,94
2000,12,2000-12,26.54338571946215,0.6213233091812941,0.8456121856721225,4.221717706918166,95
2001,1,2001-01,25.021981736737633,0.45955084947484937,1.03411158896361,3.8876926702294505,96
2001,2,2001-02,26.453544897423335,0.4858427744507241,1.0932754102138238,4.110116204277395,97
2001,3,2001-03,28.320093510599953,0.520123592404964,1.1704163646177639,4.400123903844192,98
2001,4,2001-04,31.374193290693185,0.576214839017223,1.2966365820919292,4.874642727098911,99
2001,5,2001-05,28.505020210015665,0.5235199349769153,1.1780590383670537,4.428856167395989,100
2001,6,2001-06,31.704039496030454,0.5822727566295698,1.3102685072968836,4.925891292791451,101
2001,7,2001-07,29.52445509104358,0.5422427591916272,1.2201903705595356,4.587246879868197,102
2001,8,2001-08,26.8007535238639,0.4922195682996097,1.107624891728438,4.164062388326901,103
2001,9,2001-09,28.963576282392918,0.5319417232593125,1.1970103010457698,4.5001025259069465,104
2001,10,2001-10,25.876670723478288,0.47524796947221515,1.069434282243751,4.020486632915426,105
2001,11,2001-11,24.0580700715098,0.4418477582794865,0.9942749271741159,3.737928660524618,106
2001,12,2001-12,26.65253310301818,0.4894973690339472,1.1014992196481732,4.141033219424016,107
2002,1,2002-01,24.86023675275734,0.5206947225380671,0.9903313472833979,3.805377972233092,108
2002,2,2002-02,24.08583567336865,0.5044749833949653,0.9594823384056501,3.6868397282699723,109
2002,3,2002-03,27.783611572085707,0.5819244628484093,1.106786783819766,4.252861487884615,110
2002,4,2002-04,29.505756941485195,0.6179945942074853,1.1753900944340985,4.5164717712005675,111
2002,5,2002-05,26.4285073206656,0.5535419643540984,1.0528049077674597,4.045434506407395,112
2002,6,2002-06,28.377414397828144,0.5943615928993926,1.13044148824944,4.343755400738418,113
2002,7,2002-07,28.847818923420807,0.6042141601283414,1.1491805031764286,4.4157606289078775,114
2002,8,2002-08,29.086356632583442,0.6092103042730076,1.1586828813412997,4.452273802656866,115
2002,9,2002-09,28.959423597713315,0.6065517068497435,1.1536263822947346,4.4328440530672975,116
2002,10,2002-10,25.946086405045644,0.5434377152552867,1.033587208431969,3.971589919008561,117
2002,11,2002-11,23.840337386690923,0.4993330507763611,0.9497026789671956,3.649261092891902,118
2002,12,2002-12,24.913843747066043,0.5218175147023282,0.9924668332574669,3.81358364128318,119
2003,1,2003-01,28.21426479902715,0.5510221800493763,1.1385609909741723,4.680846434148735,120
2003,2,2003-02,25.837168329860344,0.504597689177187,1.0426354252770258,4.286477712844657,121
2003,3,2003-03,29.67778755283143,0.5796046543437591,1.1976201204164574,4.9236500411977655,122
2003,4,2003-04,33.08828546772138,0.6462113871260114,1.335247661426363,5.489463721522151,123
2003,5,2003-05,31.92518196253569,0.6234960750802909,1.2883116774869405,5.296500731574525,124
2003,6,2003-06,30.03734857972377,0.5866268504672547,1.2121298785834804,4.983302488730118,125
2003,7,2003-07,33.33830672838453,0.6510942809774244,1.3453370419696076,5.530943133967336,126
2003,8,2003-08,30.334404615935412,0.5924283294650633,1.224117304708993,5.032585136984401,127
2003,9,2003-09,26.687587200329975,0.5212062970320853,1.0769533052147808,4.427565214706759,128
2003,10,2003-10,26.03096333982114,0.5083824891580454,1.0504558466191558,4.318628991206591,129
2003,11,2003-11,27.9350535431151,0.5455692080856238,1.1272936747252185,4.634524298132801,130
2003,12,2003-12,27.52949877070815,0.5376487580433174,1.110927880795976,4.567241325360159,131
2004,1,2004-01,23.92744469020564,0.5007715841652453,0.8797750019681208,4.0381368169920835,132
2004,2,2004-02,26.906662603312853,0.5631229005400717,0.9893162204017065,4.540927219248663,133
2004,3,2004-03,28.397731058663528,0.5943291042175763,1.044140493123888,4.7925687340098175,134
2004,4,2004-04,29.19463897659861,0.6110073933397546,1.073441560335496,4.927059618633341,135
2004,5,2004-05,29.602384659336735,0.6195410020942612,1.088433736202076,4.995873187100531,136
2004,6,2004-06,31.55710992242117,0.6604509646613591,1.1603059500737556,5.3257641618437255,137
2004,7,2004-07,31.596432121943923,0.6612739292696915,1.16175176631575,5.332400408366236,138
2004,8,2004-08,29.743384434792603,0.6224919515933057,1.093618079090975,5.01966914157155,139
2004,9,2004-09,28.19810822948945,0.5901512472965668,1.0368006715422966,4.758879206923378,140
2004,10,2004-10,26.312637111943804,0.5506906876481878,0.9674748251083665,4.440675970609854,141
2004,11,2004-11,28.631775780219,0.5992273684282475,1.0527459542599606,4.83206750285757,142
2004,12,2004-12,24.605943303979,0.514971714186329,0.9047223428562254,4.152644248438695,143
2005,1,2005-01,22.599468813299904,0.5220416380862001,0.6100638279385405,3.9916083360202412,144
2005,2,2005-02,23.984149092537944,0.5540273793074131,0.6474427308942521,4.236176090731214,145
2005,3,2005-03,22.120993237348895,0.5109889812508897,0.5971475667710221,3.907098071052237,146
2005,4,2005-04,24.714974735135286,0.5709092546633677,0.6671710834835037,4.3652574311498045,147
2005,5,2005-05,25.57655994807008,0.5908116408489504,0.6904292395685226,4.517434048509872,148
2005,6,2005-06,24.758516054249334,0.5719150473986977,0.6683464643754908,4.372947872627556,149
2005,7,2005-07,25.973563668782855,0.5999823197883265,0.7011461998459847,4.587554429396682,150
2005,8,2005-08,27.59435710475898,0.6374222112878288,0.7448988851864183,4.873825431757666,151
2005,9,2005-09,24.303177474187063,0.5613968489320301,0.6560547773692276,4.2925241561719485,152
2005,10,2005-10,23.048082471975675,0.5324044926814867,0.6221739783203137,4.070844270033385,153
2005,11,2005-11,21.36911162279678,0.4936207186182438,0.5768508164482743,3.7742977408701237,154
2005,12,2005-12,21.13324674797508,0.4881723035853005,0.5704837363368476,3.732638345762634,155
2006,1,2006-01,22.76331601920516,0.4342631308147262,0.9377480413369768,4.008651012037026,156
2006,2,2006-02,22.656318007640916,0.43222189519450116,0.933340196026273,3.989808516199377,157
2006,3,2006-03,25.567445128089574,0.4877584073818778,1.0532657707088233,4.502461974408601,158
2006,4,2006-04,27.001483181224323,0.5151160144254361,1.1123418022674607,4.7549980323427015,159
2006,5,2006-05,28.731203130385527,0.5481144404861072,1.1835986214856677,5.059604075631635,160
2006,6,2006-06,23.980558359055323,0.4574848560246032,0.9878930474100762,4.223009049039099,161
2006,7,2006-07,26.665160794714478,0.5086998836470547,1.0984868059680948,4.695771201158881,162
2006,8,2006-08,26.635130936237633,0.5081269943391403,1.0972497084843835,4.690482902104694,163
2006,9,2006-09,26.41425977399181,0.5039133638495124,1.0881507925088245,4.651587189049552,164
2006,10,2006-10,22.843475732078257,0.4357923635437412,0.9410502673253812,4.022767246853704,165
2006,11,2006-11,22.539645462513175,0.4299960953732208,0.9285338026792301,3.969262321800078,166
2006,12,2006-12,20.592285045777448,0.3928456718284769,0.8483111578312478,3.6263294951959746,167
2007,1,2007-01,26.9367251896048,0.4950612496761971,1.0187006354349457,4.05897465098637,168
2007,2,2007-02,26.480973431861106,0.4866851373929642,1.0014648875128758,3.990299456848886,169
2007,3,2007-03,28.56445048102588,0.5249766796784844,1.0802584074733999,4.304249295552192,170
2007,4,2007-04,31.38846795256582,0.5768783718376895,1.1870578930265778,4.729787858619495,171
2007,5,2007-05,32.74811995716382,0.6018669707034787,1.23847759424508,4.934667738485361,172
2007,6,2007-06,29.910119433292305,0.5497082886053395,1.1311492936932253,4.507022131797953,173
2007,7,2007-07,30.744478440317113,0.5650426995179064,1.1627033168587826,4.632747959102409,174
2007,8,2007-08,32.16117790820271,0.591079755026707,1.2162804550593962,4.846224066080426,175
2007,9,2007-09,28.410147297754133,0.5221407920120428,1.0744229263693634,4.280998038947762,176
2007,10,2007-10,28.204070421152117,0.518353372593318,1.0666294531960194,4.24994523604042,177
2007,11,2007-11,26.838436867121555,0.49325484078964427,1.014983540061817,4.04416402324156,178
2007,12,2007-12,27.36012708602134,0.5028428144536458,1.0347129672194468,4.12277518919721,179
2008,1,2008-01,24.29997851928357,0.4823505191063574,0.9042889670329608,3.801230232666127,180
2008,2,2008-02,25.839309808390784,0.5129059883545424,0.9615729806893365,4.0420268502269145,181
2008,3,2008-03,26.591922428070777,0.5278452232802259,0.9895803835718663,4.159757565138592,182
2008,4,2008-04,29.339321380282286,0.5823806340724553,1.0918209085398707,4.589531441278195,183
2008,5,2008-05,28.2924270245159,0.5615999557869703,1.0528622314851828,4.425766420976275,184
2008,6,2008-06,27.84436751884756,0.5527060493591043,1.036188337422742,4.355676756591248,185
2008,7,2008-07,31.668523819476857,0.6286149138582476,1.1784988480318113,4.9538871020389665,186
2008,8,2008-08,29.71413404777396,0.5898206029839003,1.1057690262161044,4.648163149208512,187
2008,9,2008-09,28.008303752592422,0.5559601562458418,1.0422889900366845,4.381321197694185,188
2008,10,2008-10,25.85645699115932,0.5132463570714549,0.9622110885864682,4.044709173155433,189
2008,11,2008-11,21.094506594454355,0.41872243623808447,0.7850019111429036,3.299800291855524,190
2008,12,2008-12,26.85144548271303,0.5329967126129188,0.9992381630969569,4.200354592028847,191
